Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
#N/A,8354,Uttar Pradesh,Kanpur Nagar,Bhitar Gaon,Block office,26.2126,80.2771,2021,8.55,972,72,317,50,48,11,0,300,24,58,88,2.2,0.86,29,,
#N/A,8355,Uttar Pradesh,Kanpur Nagar,Bidhnoo,Block office,26.3243,80.2744,2021,7.92,981,0,366,121,50,27,0,450,60,72,38,6.3,0.3,34,,
#N/A,8356,Uttar Pradesh,Kanpur Nagar,Bilhaur,Block office,26.8446,80.0574,2021,8.37,577,72,146,14,10,6.2,0,200,28,31,35,4.5,0.42,38,,
#N/A,8357,Uttar Pradesh,Kanpur Nagar,Chaubeypur,Block office,26.6215,80.1918,2021,8.39,750,72,293,21,5,0,0,230,44,29,69,5.8,0.75,32,,
#N/A,8358,Uttar Pradesh,Kanpur Nagar,Ghatampur,Block office,26.1532,80.1554,2021,8.03,768,0,415,21,34,10,0,330,52,48,32,3.1,0.34,38,,
#N/A,8359,Uttar Pradesh,Kanpur Nagar,Kakwan,Block office,26.7424,79.976,2021,8.04,643,0,281,14,36,0,0,180,32,24,51,5.9,1.9,32,,
#N/A,8360,Uttar Pradesh,Kanpur Nagar,Kalyanpur,Block office,26.5042,80.2548,2021,leaked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
#N/A,8361,Uttar Pradesh,Kanpur Nagar,Sarsaul,Block office,26.286,80.4878,2021,8.51,734,60,293,21,12,7.6,0,180,20,31,100,2.8,1.4,31,,
#N/A,8362,Uttar Pradesh,Kanpur Nagar,Shivrajpur,Block office,26.6865,80.1411,2021,7.91,1784,0,98,532,90,65,0,850,152,113,50,23,0,28,,
#N/A,8363,Uttar Pradesh,Kasganj,Amanpur,Block office,27.7076,78.74,2021,8.08,620,0,281,21,12,14,0,240,48,29,20,6,0.63,32,,
#N/A,8364,Uttar Pradesh,Kasganj,Ganj dundwara,Block office,27.7289,78.9331,2021,8.15,429,0,244,14,11,0,0,215,52,20,7,6.2,0.31,20,,
#N/A,8365,Uttar Pradesh,Kasganj,Kasganj,Block office,27.8179,78.6561,2021,7.82,554,0,268,21,8.7,26,0,240,52,26,27,4.6,0.54,30,,
#N/A,8366,Uttar Pradesh,Kasganj,Patiyali,Block office,27.685,79.0017,2021,7.9,583,0,293,28,16,7.3,0,235,48,28,36,5.5,0.76,29,,
#N/A,8367,Uttar Pradesh,Kasganj,Sahawar,Block office,27.7901,78.8292,2021,8.09,363,0,195,21,7.7,0,0,170,48,12,10,4.2,0.57,28,,
#N/A,8368,Uttar Pradesh,Kasganj,Sidhpura,Block office,27.7076,78.866,2021,7.68,1339,0,354,156,150,60,0,400,64,58,120,3.2,0.34,28,,
#N/A,8369,Uttar Pradesh,Kasganj,Soron,Block office,27.8891,78.7514,2021,7.5,936,0,256,99,27,65,0,350,64,46,55,5.1,0.94,30,,
#N/A,8370,Uttar Pradesh,Kaushambi,Chail,Inside block office,25.4267,81.6284,2021,7.65,834,0,317,99,25,12,0,260,36,41,79,3.5,0.36,34,,
#N/A,8371,Uttar Pradesh,Kaushambi,Kara,Inside block office,25.6953,81.3595,2021,7.32,2907,0,586,432,85,361,0,1020,88,192,204,5.7,0.11,32,,
#N/A,8372,Uttar Pradesh,Kaushambi,Kaushambi,Inside block office,25.3587,81.4377,2021,7.74,805,0,439,35,5,5.8,0,230,28,38,87,2.6,0.58,31,,
#N/A,8373,Uttar Pradesh,Kaushambi,Manjhanpur,Inside block office,25.5323,81.3838,2021,7.98,718,0,378,35,16,17,0,175,12,35,95,7,0.48,29,,
#N/A,8374,Uttar Pradesh,Kaushambi,Moorat Ganj,Inside block office,25.555,81.5385,2021,7.62,1882,0,232,241,14,476,0,740,52,146,85,3.8,0.3,29,,
#N/A,8375,Uttar Pradesh,Kaushambi,Newada,Inside block office,25.3711,81.5997,2021,7.67,546,0,305,14,7.5,11,0,170,20,29,53,3.4,0.51,26,,
#N/A,8376,Uttar Pradesh,Kaushambi,Sarsawan,Inside block office,25.461,81.2809,2021,7.7,566,0,317,14,7,25,0,245,56,25,25,4.2,0.91,29,,
#N/A,8377,Uttar Pradesh,Kaushambi,Sirathu,Inside block office,25.6469,81.318,2021,8.02,848,0,403,71,28,2,0,275,20,54,84,3,0.64,11,,
#N/A,8378,Uttar Pradesh,Kushinagar,Dudhai,Block Office,26.7847,84.1556,2021,7.92,450,0,244,36,0,0,0,240,36,36,6.2,7.2,0,36,,
#N/A,8379,Uttar Pradesh,Kushinagar,Fazil Nagar,Block Office,26.6825,84.0464,2021,7.45,780,0,305,99,31,0,0,390,132,15,19,3.3,0,36,,
#N/A,8380,Uttar Pradesh,Kushinagar,Hata,Block Office,26.77,83.82,2021,7.89,470,0,281,21,6.1,0,0,200,36,27,25,4,0.25,36,,
#N/A,8381,Uttar Pradesh,Kushinagar,Kaptan Ganj,Block Office,26.927,83.7137,2021,7.56,640,0,256,78,45,0,0,320,80,29,24,4.6,0,30,,
#N/A,8382,Uttar Pradesh,Kushinagar,Kasiya,Block Office,26.7511,84.9139,2021,7.65,550,0,220,50,46,0,0,270,56,32,16,3.4,0,37,,
#N/A,8383,Uttar Pradesh,Kushinagar,Khadda,Block Office,27.1678,83.8811,2021,7.66,570,0,293,21,46,0,0,300,60,36,7,9.1,0,24,,
#N/A,8384,Uttar Pradesh,Kushinagar,Motichak,Block Office,26.83,83.71,2021,7.99,380,0,207,21,18,0,0,200,32,29,8.5,2.8,0.33,33,,
#N/A,8385,Uttar Pradesh,Kushinagar,Nebuwa Naurangia,Block Office,27.0542,83.8688,2021,7.92,1130,0,476,92,110,0,0,480,72,73,50,46,0,26,,
#N/A,8386,Uttar Pradesh,Kushinagar,Padrauna,Block Office,26.8844,83.9806,2021,7.99,780,0,134,128,140,0,0,370,44,63,31,5.5,0,34,,
#N/A,8387,Uttar Pradesh,Kushinagar,Ramkola,Block Office,26.9078,83.8314,2021,7.97,480,0,232,28,42,0,0,260,36,41,7.2,3.7,0.3,31,,
#N/A,8388,Uttar Pradesh,Kushinagar,Sewarhi,Block Office,26.7244,84.2164,2021,8.02,530,0,305,14,28,0,0,290,48,41,5.6,6,0,30,,
#N/A,8389,Uttar Pradesh,Kushinagar,Sukrauli,Block Office,26.935,83.6442,2021,7.76,640,0,256,50,81,0,0,330,60,44,17,4.1,0.38,35,,
#N/A,8390,Uttar Pradesh,Kushinagar,Tamkuhi,Block Office,26.6865,84.1778,2021,8.23,400,0,207,21,25,0,0,200,36,27,12,3.9,0.26,33,,
#N/A,8391,Uttar Pradesh,Kushinagar,Vishunpurwa,Block Office,26.9087,83.777,2021,7.82,980,0,512,64,38,0,0,410,76,54,57,27,0,31,,
#N/A,8392,Uttar Pradesh,Lakhimpur Kheri,Bankeyganj,Block Development Office (BD,28.1556,80.4139,2021,7.77,567,0,207,35,42,8.7,0,240,48,29,29,8.6,0.4,22,,
#N/A,8393,Uttar Pradesh,Lakhimpur Kheri,Behjam,Block Development Office (BD,27.883,80.6376,2021,7.91,565,0,336,21,1.9,0.57,0,230,28,38,34,5.9,0.44,27,,
#N/A,8394,Uttar Pradesh,Lakhimpur Kheri,Bijua,Block Development Office (BD,28.27,80.6006,2021,8.13,316,0,183,14,0.9,0,0,150,40,12,9,4.2,0.26,25,,
#N/A,8395,Uttar Pradesh,Lakhimpur Kheri,Dhaurahra,Block Development Office (BD,28.0015,81.0851,2021,8.17,337,0,207,7.1,1.3,0.7,0,160,24,24,9,4.6,0.08,28,,
#N/A,8396,Uttar Pradesh,Lakhimpur Kheri,Gola,Block Development Office (BD,28.0696,80.4828,2021,7.9,375,0,220,14,1.1,0,0,180,40,19,6,3.3,0.32,25,,
#N/A,8397,Uttar Pradesh,Lakhimpur Kheri,Ishanagasr,Block Development Office (BD,27.9076,81.2073,2021,7.8,427,0,281,14,0.68,1.5,0,205,36,28,10,6.5,0.15,26,,
#N/A,8398,Uttar Pradesh,Lakhimpur Kheri,Lakhimpur Khiri,Block Development Office (BD,27.9506,80.7686,2021,7.88,445,0,232,21,12,0,0,210,28,34,10,6,0.15,22,,
#N/A,8399,Uttar Pradesh,Lakhimpur Kheri,Mohammadi,Block Development Office (BD,27.9426,80.2131,2021,7.64,551,0,378,14,3.4,0.57,0,280,28,50,23,5.4,0.47,29,,
#N/A,8400,Uttar Pradesh,Lakhimpur Kheri,Mitauli,Block Development Office (BD,27.8177,80.4765,2021,8,549,0,268,28,21,0,0,170,32,22,48,4.7,0.64,28,,
#N/A,8401,Uttar Pradesh,Lakhimpur Kheri,Nakaha,Block Development Office (BD,27.8852,80.948,2021,7.85,605,0,317,21,20,2.6,0,270,68,24,27,4.6,0.24,23,,
#N/A,8402,Uttar Pradesh,Lakhimpur Kheri,Nighasan,Block Development Office (BD,28.2396,80.8637,2021,7.8,520,0,317,14,1.9,1,0,260,72,19,6,6.8,0.18,20,,
#N/A,8403,Uttar Pradesh,Lakhimpur Kheri,Pasgawan,Block Development Office (BD,27.8206,80.1678,2021,8,300,0,159,7.1,18,0,0,150,40,12,4,2.4,0.33,23,,
#N/A,8404,Uttar Pradesh,Lakhimpur Kheri,Palia Kalan,Block Development Office (BD,28.4369,80.5598,2021,8.01,532,0,323,7.1,8,0.68,0,170,32,22,55,4.3,0.35,24,,
#N/A,8405,Uttar Pradesh,Lakhimpur Kheri,Phoolbehar,Block Development Office (BD,28.0653,80.8062,2021,8.05,551,0,220,50,40,0,0,140,32,14,65,6.1,0.1,22,,
#N/A,8406,Uttar Pradesh,Lakhimpur Kheri,Ramaiyabehar,Block Development Office (BD,28.1353,81.0327,2021,7.79,452,0,281,14,0.9,1.2,0,220,44,26,13,5.5,0.19,26,,
#N/A,8407,Uttar Pradesh,Lalitpur,Talbehat,Handpump of block office,25.0397,78.4228,2021,7.75,610,0,256,50,7,14,0,220,76,7,41,3.1,1.4,34,,
#N/A,8408,Uttar Pradesh,Lalitpur,Jakhaura,Handpump of block office,24.896,78.3389,2021,7.96,1200,0,561,71,9,21,0,380,64,53,97,4.6,1.1,48,,
#N/A,8409,Uttar Pradesh,Lalitpur,Bar,Handpump in front of Hanuman,24.8623,78.5882,2021,7.79,730,0,305,49,11,21,0,300,92,17,25,2.9,0.57,47,,
#N/A,8410,Uttar Pradesh,Lalitpur,Lalitpur (HQ),Handpump in front of Lalitpur K,24.6918,78.4116,2021,7.34,790,0,268,92,21,21,0,290,64,31,50,3.5,0.4,31,,
#N/A,8411,Uttar Pradesh,Lalitpur,Mahroni,Handpump in front of CHC nea,24.5769,78.7266,2021,7.27,1020,0,366,128,5,18,0,370,68,48,59,6.6,0.52,40,,
#N/A,8412,Uttar Pradesh,Lalitpur,Maadawara,Handpump of block office,24.3726,78.7931,2021,7.66,1620,0,610,184,23,28,0,730,80,127,39,4.1,0.09,55,,
#N/A,8413,Uttar Pradesh,Lalitpur,Birdha,Handpump of block office,24.5383,78.48,2021,7.92,990,0,500,50,10,2.6,0,360,56,53,65,2.3,0.5,26,,
#N/A,8414,Uttar Pradesh,Lucknow,Chinhat,Block HQ,26.88,80.9742,2021,7.6,944,0,207,78,120,48,0,380,72,48,33,4.5,0.35,34,,
#N/A,8415,Uttar Pradesh,Lucknow,Bakshi Ka Talab,Block HQ,27.0068,80.9017,2021,8.1,522,0,293,7,31,0,0,210,16,41,35,5.4,0.78,34,,
#N/A,8416,Uttar Pradesh,Lucknow,Mal,Block HQ,26.9963,80.7969,2021,7.79,500,0,281,14,6,0,0,200,32,29,25,4.2,0.67,35,,
#N/A,8417,Uttar Pradesh,Lucknow,Malihabad,Block HQ,26.9422,80.7544,2021,8.2,442,0,244,14,6,0,0,160,8,34,29,6.2,0.64,36,,
#N/A,8418,Uttar Pradesh,Lucknow,Kakori,Block HQ,26.8708,80.7931,2021,7.93,557,0,195,50,33,10,0,220,24,39,28,3.9,0.94,36,,
#N/A,8419,Uttar Pradesh,Lucknow,Gosaiganj,Block HQ,26.7686,81.1014,2021,7.72,409,0,232,7,21,0,0,200,36,27,12,2.4,0.49,24,,
#N/A,8420,Uttar Pradesh,Lucknow,Mohanlalganj,Block HQ,26.6194,81.1331,2021,7.81,498,0,256,14,25,0,0,200,24,34,28,4.2,0.5,30,,
#N/A,8421,Uttar Pradesh,Lucknow,Sarojini Nagar,Block HQ,26.7522,80.8586,2021,7.89,395,0,207,7,15,0,0,160,28,22,17,3.5,1.1,24,,
#N/A,8422,Uttar Pradesh,Mahamaya Nagar,Sikandra Rao,Sikandra Rao Block Office,27.6926,78.3707,2021,8.14,312,0,171,7.1,12,0.25,0,110,16,17,25,4.1,1.3,20,,
#N/A,8423,Uttar Pradesh,Mahamaya Nagar,Sasni,Sasni Block Office,27.6911,78.0741,2021,8.04,2062,0,1257,156,153,94,0,230,12,48,448,4.6,0.97,24,,
#N/A,8424,Uttar Pradesh,Mahamaya Nagar,Hathras,Hathras Block Office,27.573,78.0551,2021,8.47,2286,30,525,213,107,184,0,220,4,50,380,49,0.89,24,,
#N/A,8425,Uttar Pradesh,Mahamaya Nagar,Hasayan,Hasayan Block Office,27.612,78.2675,2021,8.25,1464,0,268,177,88,76,0,270,20,53,147,98,0.39,24,,
#N/A,8426,Uttar Pradesh,Mahamaya Nagar,Sahpau,Sahpau Block Office,27.4369,78.1374,2021,8.48,1805,18,317,170,156,92,0,220,8,48,313,97,0.32,25,,
#N/A,8427,Uttar Pradesh,Mahamaya Nagar,Sadabad,Sadabad Block Office,27.4466,78.0401,2021,8.11,3360,0,378,312,51,7.1,0,320,28,60,631,4.4,1.3,16,,
#N/A,8428,Uttar Pradesh,Mahamaya Nagar,Mursan,Mursan Block Office,27.5684,77.9411,2021,7.91,4296,0,573,773,345,29,0,590,32,122,763,8.1,0.24,24,,
#N/A,8429,Uttar Pradesh,Maharajganj,Brijman Ganj,Block Office,27.199,83.1967,2021,7.97,460,0,268,21,7.2,15,0,220,64,15,20,1.6,0,35,,
#N/A,8430,Uttar Pradesh,Maharajganj,Dhani,Block Office,27.0881,83.1943,2021,8.06,370,0,207,21,10,0,0,180,52,12,12,0,0.15,30,,
#N/A,8431,Uttar Pradesh,Maharajganj,ghughuli,Block Office,27.0715,83.6129,2021,8.04,564,0,195,85,28,0,0,210,56,17,40,3.6,0,37,,
#N/A,8432,Uttar Pradesh,Maharajganj,Laxmipur,Block Office,27.2481,83.4046,2021,8.27,400,0,244,21,0,0,0,180,48,15,23,0,0.54,34,,
#N/A,8433,Uttar Pradesh,Maharajganj,Maharaj Ganj,Block Office,27.1456,83.5421,2021,8.03,580,0,226,92,14,0,0,290,84,19,20,3.1,0,36,,
#N/A,8434,Uttar Pradesh,Maharajganj,Mithaura,Block Office,27.2369,83.592,2021,8.28,330,0,134,21,29,0,0,160,52,7,5.4,1.3,0,26,,
#N/A,8435,Uttar Pradesh,Maharajganj,Nautanwa,Block Office,27.4234,83.4268,2021,8.38,440,24,226,14,0,0,0,200,44,22,25,1,0,33,,
#N/A,8436,Uttar Pradesh,Maharajganj,Nichlaul,Block Office,27.3252,83.7093,2021,8.24,380,0,195,36,6.2,0,0,190,52,15,13,1.5,0.18,28,,
#N/A,8437,Uttar Pradesh,Maharajganj,Paniyara,Block Office,27.0116,83.447,2021,8.13,367,0,232,14,0,0,0,180,52,12,11,2.9,0.28,34,,
#N/A,8438,Uttar Pradesh,Maharajganj,Partawal,Block Office,26.956,83.5559,2021,8.21,340,0,183,21,14,0,0,180,52,12,7.9,1.5,0,28,,
#N/A,8439,Uttar Pradesh,Maharajganj,Pharenda,Block Office,27.0962,83.3102,2021,7.82,490,0,305,14,14,0,0,235,64,18,18,1.3,0,30,,
#N/A,8440,Uttar Pradesh,Maharajganj,Siswa,Block Office,27.1431,83.7572,2021,7.87,280,0,159,21,3.4,0,0,130,20,19,11,3.5,0,39,,
#N/A,8441,Uttar Pradesh,Mahoba,Charkhari,Block office,25.3933,79.7481,2021,7.76,1900,0,439,376,24,0,0,550,32,113,174,0,1.7,35,,
#N/A,8442,Uttar Pradesh,Mahoba,Jaitpur,Block office,25.2541,79.5661,2021,7.44,1200,0,195,199,10,110,0,350,84,34,93,1.4,1.2,42,,
#N/A,8443,Uttar Pradesh,Mahoba,Kabrai,Block office,25.2982,79.8951,2021,7.48,1283,0,195,184,19,130,0,450,96,50,49,0,1.2,62,,
#N/A,8444,Uttar Pradesh,Mahoba,Panwari,Block office,25.4266,79.465,2021,7.78,633,0,317,28,9,15,0,200,28,31,61,1.2,1.4,36,,
#N/A,8445,Uttar Pradesh,Mainpuri,Barnahal,Block office,27.0771,78.8426,2021,7.61,1327,0,336,206,11,37,0,505,56,88,71,6.1,0.47,30,,
#N/A,8446,Uttar Pradesh,Mainpuri,Bewar,Block office,27.2243,79.2862,2021,7.94,446,0,262,14,7.1,0,0,180,36,22,24,3.6,0.7,30,,
#N/A,8447,Uttar Pradesh,Mainpuri,Ghirore,Block office,27.1898,78.7978,2021,7.93,424,0,232,14,8.3,0,0,185,44,18,20,4.1,0.84,25,,
#N/A,8448,Uttar Pradesh,Mainpuri,Jageer,Block office,27.1697,79.1071,2021,7.87,453,0,268,7.1,10,0,0,215,40,28,13,3.1,0.5,27,,
#N/A,8449,Uttar Pradesh,Mainpuri,Karhal,Block office,26.9965,78.9404,2021,7.68,910,0,439,64,24,36,0,210,32,31,117,5.4,0.94,28,,
#N/A,8450,Uttar Pradesh,Mainpuri,Kishni,Block office,27.0316,79.2656,2021,8,1955,0,561,124,425,10,0,270,20,53,342,7.1,2,24,,
#N/A,8451,Uttar Pradesh,Mainpuri,Kishni,Block office,27.0316,79.2656,2021,8.24,2488,0,641,245,258,32,0,270,28,48,464,2.7,1.6,19,,
#N/A,8452,Uttar Pradesh,Mainpuri,Kishni,Block office,27.0288,79.2634,2021,7.97,1492,0,561,78,117,0,0,230,16,46,231,6.9,1.7,24,,
#N/A,8453,Uttar Pradesh,Mainpuri,Kurawali,Block office,27.3883,78.9741,2021,7.71,737,0,366,21,25,0,0,240,32,38,57,5.2,0.75,26,,
#N/A,8454,Uttar Pradesh,Mainpuri,Mainpuri,Block office,27.2394,79.0514,2021,7.76,433,0,256,14,6.7,0,0,190,68,5,20,2.8,0.54,29,,
#N/A,8455,Uttar Pradesh,Mainpuri,Sultanganj,Block office,27.3162,79.1007,2021,7.82,591,0,354,14,6.4,0,0,250,28,43,32,5.1,0.61,26,,
#N/A,8456,Uttar Pradesh,Mathura,Raya,Raya Block Office,27.5495,77.7848,2021,8.01,4946,0,390,993,287,31,0,790,36,168,887,3.8,1.2,20,,
#N/A,8457,Uttar Pradesh,Mathura,Manth,Manth Block Office,27.6307,77.7161,2021,7.97,3298,0,634,383,345,24,0,240,20,46,730,30,1.7,24,,
#N/A,8458,Uttar Pradesh,Mathura,Baldeo,Baldeo Block Office,27.4114,77.82,2021,8.38,2110,84,683,113,74,98,0,130,12,24,562,7,3.5,21,,
#N/A,8459,Uttar Pradesh,Mathura,Farah,Deen Dayal Dham,27.3103,77.7494,2021,8.18,2259,0,671,199,212,12,0,270,16,55,562,2.1,3.3,22,,
#N/A,8460,Uttar Pradesh,Mathura,Mathura,Mathura Tehsil Office,27.4716,77.6943,2021,7.95,1466,0,207,227,94,11,0,250,36,38,241,3.1,0.26,25,,
#N/A,8461,Uttar Pradesh,Mathura,Goverdhan,Goverdhan,27.4828,77.4906,2021,8.31,3957,42,549,510,471,3.5,0,270,20,53,1020,3.2,4.3,24,,
#N/A,8462,Uttar Pradesh,Mathura,Nandgaon,Nandgaon old Aganwadi,27.7165,77.3848,2021,7.31,37230,0,49,9018,5600,59,0.29,4620,548,780,6763,165,1.2,5,,
#N/A,8463,Uttar Pradesh,Mathura,Chhata,Chhata Block Office,27.7262,77.5008,2021,7.58,2650,0,244,411,365,7.1,0,620,112,82,290,3.3,0.05,25,,
#N/A,8464,Uttar Pradesh,Mathura,Naujhil,Naujhil,27.8458,77.6495,2021,7.65,8349,0,293,908,42,1177,0,1780,72,384,1129,20,0.63,19,,
#N/A,8465,Uttar Pradesh,Mathura,Chaumuhan,Chaumuhan PHC,27.6208,77.5793,2021,7.8,4819,0,329,922,411,74,0,760,52,151,967,4.7,0.1,25,,
#N/A,8466,Uttar Pradesh,Maunath Bhanjan,Badraon,Inside the premises of Block off,26.1806,83.5111,2021,8.27,594,0,232,57,5.6,5.9,0,225,8,49,44,2.5,0.34,27,,
#N/A,8467,Uttar Pradesh,Maunath Bhanjan,Dohari Ghat,Inside the premises of Block off,26.2678,83.5094,2021,8.21,325,0,165,14,7.3,0.22,0,130,10,25,25,3.9,0.29,25,,
#N/A,8468,Uttar Pradesh,Maunath Bhanjan,Fatehpur Madaon,Inside the premises of Block off,26.1681,83.6625,2021,8.16,282,0,153,7.1,7,0.31,0,105,12,18,21,4.3,0.18,24,,
#N/A,8469,Uttar Pradesh,Maunath Bhanjan,Ghosi,Inside the premises of Block off,26.1114,83.5447,2021,7.84,1162,0,427,103,29,15,0,355,28,68,112,12,0.42,25,,
#N/A,8470,Uttar Pradesh,Maunath Bhanjan,Kopaganj,Inside the premises of Block off,26.0178,83.5711,2021,8.16,472,0,232,32,6.7,0.18,0,160,10,32,50,2.9,0.18,24,,
#N/A,8471,Uttar Pradesh,Maunath Bhanjan,Mohammadabad,Inside the premises of Block off,26.0269,83.3775,2021,8.46,550,21,250,25,1.5,5.6,0,200,4,46,60,1.6,0.78,22,,
#N/A,8472,Uttar Pradesh,Maunath Bhanjan,Pardaha,Inside the premises of Block off,25.9153,83.5633,2021,8.08,789,0,433,25,16,1.2,0,255,10,55,107,2,0.46,21,,
#N/A,8473,Uttar Pradesh,Maunath Bhanjan,Ranipur,Inside the premises of Block off,25.9178,83.4231,2021,7.87,813,0,451,14,20,3.3,0,200,18,37,101,1.8,0.69,24,,
#N/A,8474,Uttar Pradesh,Maunath Bhanjan,Ratanpura,Inside the premises of Block off,25.9194,83.7461,2021,8.32,584,9,232,21,68,0.12,0,180,4,41,58,1.6,0.19,27,,
#N/A,8475,Uttar Pradesh,Meerut,Saroorpur,in Block Office,29.1419,77.5425,2021,8.22,830,0,390,21,20,5.3,0,300,52,41,45,4.8,0.55,31,,
#N/A,8476,Uttar Pradesh,Meerut,Parichhatgarh,in Block Office,28.9786,77.9211,2021,8.23,790,0,372,7.1,35,0,0,340,68,41,19,5.7,0,31,,
#N/A,8477,Uttar Pradesh,Meerut,Meerut,in Block Office,28.9692,77.6881,2021,8.21,1540,0,683,64,56,71,0,430,44,77,118,6.7,0.19,33,,
#N/A,8478,Uttar Pradesh,Meerut,Hastinapur,in Block Office,29.1569,77.9964,2021,8.21,980,0,342,50,45,60,0,340,80,34,43,32,0.3,30,,
#N/A,8479,Uttar Pradesh,Meerut,Rohta,in Block Office,29.0372,77.5425,2021,8.27,786,0,281,28,74,7.8,0,270,28,48,36,15,0.54,30,,
#N/A,8480,Uttar Pradesh,Meerut,Daurala,in Block Office,29.1206,77.7142,2021,8.27,834,0,195,71,95,11,0,240,40,34,57,7.7,0,24,,
#N/A,8481,Uttar Pradesh,Meerut,Mawana,in Block Office,29.0958,77.8553,2021,8.2,713,0,378,7.1,28,7,0,330,72,36,25,6.4,0,33,,
#N/A,8482,Uttar Pradesh,Meerut,Rajpura,in Block Office,29.0503,77.8042,2021,8.21,622,0,323,14,7.7,0,0,240,32,38,35,5,0.56,31,,
#N/A,8483,Uttar Pradesh,Meerut,Kharkhod,in Block Office,28.84,77.7439,2021,8.22,1035,0,244,135,64,28,0,230,20,43,113,8.5,0,33,,
#N/A,8484,Uttar Pradesh,Meerut,Sardhana,in Block Office,29.0958,77.8553,2021,8.24,2016,0,702,163,32,97,0,655,92,102,90,96,0.35,35,,
#N/A,8485,Uttar Pradesh,Meerut,Janikhurd,in Block Office,28.9639,77.5608,2021,8.24,591,0,293,7.1,27,0,0,250,56,26,8,4.5,0.61,26,,
#N/A,8486,Uttar Pradesh,Meerut,Machhra,in Block Office,28.8925,77.8914,2021,8.23,673,0,329,28,11,0,0,240,52,26,26,6,0,27,,
#N/A,8487,Uttar Pradesh,Mirzapur,Mirzapur H.Q.,In primise of Vindhyanchal Zon,25.1339,82.5672,2021,7.67,1069,0,256,106,48,134,0,400,56,62,77,1.6,0.36,30,,
#N/A,8488,Uttar Pradesh,Mirzapur,Chanbey,In primise of block office,25.1272,82.3939,2021,7.97,234,0,122,7.1,3,4,0,80,24,5,28,0.38,0.32,23,,
#N/A,8489,Uttar Pradesh,Mirzapur,City,In primise of block office,25.12,82.5561,2021,8.55,788,30,342,50,32,23,0,240,8,53,162,1.4,1.5,20,,
#N/A,8490,Uttar Pradesh,Mirzapur,Haliya,In primise of block office,24.8206,82.335,2021,7.72,252,0,98,7.1,24,11,0.65,100,24,10,5,11,0.42,12,,
#N/A,8491,Uttar Pradesh,Mirzapur,Jamalpur,In primise of block office,25.1583,83.0875,2021,7.52,364,0,232,7.1,2.2,0.1,0,160,48,10,15,1.2,0.22,21,,
#N/A,8492,Uttar Pradesh,Mirzapur,Kon,In primise of block office,25.1706,82.5511,2021,7.58,397,0,256,7.1,2,0.25,0,180,40,19,18,2.3,0.09,26,,
#N/A,8493,Uttar Pradesh,Mirzapur,Lalganj,In primise of block office,25.0114,82.3622,2021,7.64,600,0,244,57,22,8.9,0,160,32,19,85,0.29,0.66,21,,
#N/A,8494,Uttar Pradesh,Mirzapur,Majhawan,In primise of block office,25.21,82.7097,2021,7.62,467,0,268,14,8.9,11,0,210,44,24,19,1.4,0.39,29,,
#N/A,8495,Uttar Pradesh,Mirzapur,Marihan,"In primise of Police Station, Mar",25.9247,82.6778,2021,7.7,254,0,98,21,6.8,19,0,100,28,7,8,0.84,0.04,22,,
#N/A,8496,Uttar Pradesh,Mirzapur,Narainpur,Narayanpur (Baikinthpur)- Chu,25.2,83.0208,2021,7.79,1816,0,512,199,154,94,0,500,40,96,260,31,1.1,20,,
#N/A,8497,Uttar Pradesh,Mirzapur,Pahari,In primise of block office,25.0847,82.7397,2021,7.45,1136,0,183,184,4.1,102,0,420,100,41,47,0.68,0.12,33,,
#N/A,8498,Uttar Pradesh,Mirzapur,Rajgarh,In primise of block office,24.8761,82.8369,2021,7.77,352,0,146,28,15,2.5,0,130,24,17,25,3.7,0,9,,
#N/A,8499,Uttar Pradesh,Mirzapur,Sikhar/ Shikhad,In primise of block office,25.1636,82.8008,2021,7.64,452,0,244,14,14,0,0,200,44,22,18,4,0.1,12,,
#N/A,8500,Uttar Pradesh,Moradabad,Bhagatpur Tanda,Hand pump of Block office.,28.9514,78.8268,2021,7.98,445,0,268,14,0,0,0,190,56,12,21,1.6,0.33,24,,
#N/A,8501,Uttar Pradesh,Moradabad,Thakurdwara,Hand pump of Block office.,29.1923,78.8564,2021,7.93,425,0,244,14,11,0,0,160,32,19,34,1.2,0.32,28,,
#N/A,8502,Uttar Pradesh,Moradabad,Dilari,Hand pump of Block office.,29.0444,78.7535,2021,7.89,440,0,256,14,0,0,0,140,44,7,46,1.3,0.41,23,,
#N/A,8503,Uttar Pradesh,Moradabad,Moondha Pandey,Hand pump of Block office.,28.8231,78.8797,2021,7.9,465,0,244,28,10,0,0,200,40,24,24,2.6,0.17,24,,
#N/A,8504,Uttar Pradesh,Moradabad,Sambhal,Hand pump of Block office.,28.5885,78.5799,2021,7.82,550,0,262,11,30,14,0,230,44,29,28,5,0.34,29,,
#N/A,8505,Uttar Pradesh,Moradabad,Panwasa,Hand pump of Block office.,28.4835,78.5795,2021,7.96,463,0,232,28,5.1,0,0,180,40,19,14,3.1,0.55,29,,
