Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
#N/A,8201,Uttar Pradesh,Firozabad,Shikohabad,Block office,27.1131,78.5656,2021,7.9,791,0,372,21,10,36,0,245,40,35,74,3.9,0.42,27,,
#N/A,8202,Uttar Pradesh,Firozabad,Tundla,Block office,27.2254,78.2466,2021,8.2,1628,0,561,178,30,39,0,230,28,38,284,2.4,3.2,17,,
#N/A,8203,Uttar Pradesh,Gautam Buddha Nagar,Dadri,Dadri Block Office,28.5545,77.5535,2021,8.28,816,0,293,43,59,32,0,180,12,36,101,6.3,0.46,25,,
#N/A,8204,Uttar Pradesh,Gautam Buddha Nagar,Bisrakh,Sector 72 nursery,28.5884,77.3771,2021,7.9,865,0,207,57,143,2.7,0,300,36,50,57,5.5,0.2,17,,
#N/A,8205,Uttar Pradesh,Gautam Buddha Nagar,Jewar,Jewar Block Office,28.125,77.5672,2021,8.7,1964,48,525,163,79,104,0,130,8,26,405,4.3,0.36,29,,
#N/A,8206,Uttar Pradesh,Gautam Buddha Nagar,Dankaur,Dhankaur Govt. Veterinary Clin,28.3533,77.5559,2021,8.44,1712,54,549,78,147,12,0,140,8,29,390,6.2,2.3,23,,
#N/A,8207,Uttar Pradesh,Ghaziabad,Loni,in Block Office,28.7472,77.2894,2021,7.68,1550,0,415,138,146,27,0,405,96,40,169,5.5,0.46,32,,
#N/A,8208,Uttar Pradesh,Ghaziabad,Razapur,in Block Office,28.71,77.4564,2021,8.07,1420,0,458,110,74,29,0,200,32,29,216,7,1,32,,
#N/A,8209,Uttar Pradesh,Ghaziabad,Muradnagar,in Block Office,28.77,77.5033,2021,7.82,916,0,317,60,37,22,0,360,72,43,31,6.4,0.48,31,,
#N/A,8210,Uttar Pradesh,Ghaziabad,Bhojpur,in Block Office,29.2978,77.6208,2021,7.87,1066,0,549,21,31,0,0,230,40,31,117,6,0.79,31,,
#N/A,8211,Uttar Pradesh,Ghaziabad,Hapur,in Block Office,28.7372,77.7567,2021,8.08,872,0,427,14,15,6.6,0,300,72,29,46,4.7,0.36,34,,
#N/A,8212,Uttar Pradesh,Ghaziabad,Dholana,in Block Office,28.6331,77.6439,2021,8.02,964,0,390,36,36,27,0,310,52,43,62,5.8,0.18,33,,
#N/A,8213,Uttar Pradesh,Ghaziabad,Simbholi,in Block Office,28.7672,78.0003,2021,7.68,770,0,293,14,77,5.3,0,330,72,36,16,5.7,0.18,32,,
#N/A,8214,Uttar Pradesh,Ghaziabad,Garh,in Block Office,28.7881,78.0883,2021,7.67,825,0,366,21,35,0,0,330,56,46,16,5.2,0.24,21,,
#N/A,8215,Uttar Pradesh,Ghazipur,Barachawar,Inside  Block office,25.6984,83.8811,2021,8.24,439,0,244,7.1,3.5,6.4,0,130,8,26,29,3.6,0.65,24,,
#N/A,8216,Uttar Pradesh,Ghazipur,Bhadaura,Inside  Block office,25.4561,83.0622,2021,7.9,493,0,171,57,23,6.4,0,220,24,38,32,3.7,0.28,29,,
#N/A,8217,Uttar Pradesh,Ghazipur,Bhawarkol,Inside  Block office,25.573,83.8558,2021,8.06,575,0,317,14,6.3,20,0,200,16,38,59,2.6,0.39,27,,
#N/A,8218,Uttar Pradesh,Ghazipur,Birno,Inside  Block office,25.7248,83.514,2021,8.27,430,0,244,7.1,5.1,6.2,0,160,8,34,31,2.2,0.4,27,,
#N/A,8219,Uttar Pradesh,Ghazipur,Deokali,Inside  Block office,25.5462,83.3365,2021,8.52,1269,48,610,14,7.8,0.9,0,60,4,12,316,0.8,6.4,17,,
#N/A,8220,Uttar Pradesh,Ghazipur,Ghazipur,Inside  Block office,25.5684,83.0008,2021,7.78,1991,0,378,312,80,9.5,0,380,28,74,229,3.4,0.31,25,,
#N/A,8221,Uttar Pradesh,Ghazipur,Jakhaniya,Inside  Block office,25.7421,83.3724,2021,8.56,1144,36,561,7.1,3.5,0.9,0,20,8,0,313,0.64,5.3,15,,
#N/A,8222,Uttar Pradesh,Ghazipur,Jamania,Inside  Block office,25.4143,83.5596,2021,7.86,994,0,110,170,22,81,0,280,28,50,71,1.6,0.13,30,,
#N/A,8223,Uttar Pradesh,Ghazipur,Karanda,Inside  Block office,25.4197,84.5078,2021,7.59,443,0,183,21,15,14,0,150,40,12,26,0.68,0.34,27,,
#N/A,8224,Uttar Pradesh,Ghazipur,Kasimabad,Inside  Block office,25.7899,83.6715,2021,8.32,828,24,342,43,24,3.9,0,180,4,41,148,1.3,0.95,22,,
#N/A,8225,Uttar Pradesh,Ghazipur,Manihari,Inside  Block office,25.6729,83.4109,2021,7.74,586,0,317,21,7,2.8,0,230,28,38,41,2.9,0.13,28,,
#N/A,8226,Uttar Pradesh,Ghazipur,Mardah,Inside  Block office,25.8039,83.5597,2021,8.03,626,0,293,21,27,7,0,160,8,34,83,2.9,0.48,25,,
#N/A,8227,Uttar Pradesh,Ghazipur,Muhammadabad,Inside  Block office,25.629,83.7465,2021,8.22,685,0,220,57,51,0.42,0,200,4,46,69,6.2,0.04,26,,
#N/A,8228,Uttar Pradesh,Ghazipur,Reotipur,Inside  Block office,25.5403,83.7034,2021,7.88,383,0,159,28,17,0.18,0,150,36,14,13,3.2,0.09,22,,
#N/A,8229,Uttar Pradesh,Ghazipur,Sadat,Inside  Block office,25.6973,83.3006,2021,7.99,725,0,390,21,6.8,0.26,0,230,16,46,77,3,0.77,22,,
#N/A,8230,Uttar Pradesh,Ghazipur,Saidpur,Inside  Block office,25.5417,83.2279,2021,7.77,1800,0,244,305,80,47,0,430,32,84,162,4.1,0.28,27,,
#N/A,8231,Uttar Pradesh,Gonda,Katra Bazar H.Q.,Katra Bazar,27.2056,81.7936,2021,7.58,2281,0,622,341,95,5.9,0,560,88,82,224,28,0.24,20,,
#N/A,8232,Uttar Pradesh,Gonda,Karnailganj H.Q.,Karnailganj,27.1308,81.7028,2021,8.03,1269,0,354,142,97,0,0,320,44,50,114,9,0,23,,
#N/A,8233,Uttar Pradesh,Gonda,Haldharmau H.Q.,Haldharmau,27.1392,81.7611,2021,7.76,650,0,342,14,0,0,0,260,60,26,14,4.4,0,25,,
#N/A,8234,Uttar Pradesh,Gonda,Rupaideeh H.Q.,Rupaideeh,27.1667,81.9186,2021,8.13,424,0,220,14,0,0,0,165,24,25,12,2,0,28,,
#N/A,8235,Uttar Pradesh,Gonda,Itigathok H.Q.,Itigathok,27.2944,82.0428,2021,8.14,477,0,244,14,0,0,0,180,36,22,16,2.5,0.2,30,,
#N/A,8236,Uttar Pradesh,Gonda,Padri Kripal H.Q.,Padri Kripal,27.1628,81.9683,2021,8.19,646,0,378,7.1,0,0,0,300,80,24,12,2.7,0.2,32,,
#N/A,8237,Uttar Pradesh,Gonda,Jhanjhari H.Q.,Jhanjhari,27.1189,81.9672,2021,8.22,837,0,268,57,94,21,0,370,28,72,25,0,0.31,44,,
#N/A,8238,Uttar Pradesh,Gonda,Chhapia H.Q.,Chhapia,26.9989,82.3611,2021,8.05,737,0,329,50,7.9,0,0,270,48,36,29,3.6,0.17,34,,
#N/A,8239,Uttar Pradesh,Gonda,Babhanjot H.Q.,Babhanjot,27.0775,82.4572,2021,8.21,763,0,403,21,5.6,0,0,315,72,32,15,2.8,0,32,,
#N/A,8240,Uttar Pradesh,Gonda,Mujehna H.Q.,Mujehna,27.2206,82.135,2021,8.29,474,0,232,18,0,0,0,170,20,29,24,2.8,0.43,32,,
#N/A,8241,Uttar Pradesh,Gonda,Tarabganj H.Q.,Tarabganj,26.9556,81.99,2021,7.64,985,0,342,64,39,49,0,380,72,48,42,9.8,0.38,27,,
#N/A,8242,Uttar Pradesh,Gonda,Belsar H.Q.,Belsar,26.9758,81.9106,2021,8.06,648,0,329,21,0,0,0,255,36,40,16,3.8,0.51,34,,
#N/A,8243,Uttar Pradesh,Gonda,Paraspur H.Q.,Paraspur,27.0347,81.7864,2021,7.75,695,0,366,21,0,0,0,270,44,38,21,3.5,0.44,28,,
#N/A,8244,Uttar Pradesh,Gorakhpur,Bansgaon,Block Office,26.5527,83.3528,2021,7.73,600,0,317,36,28,0,0,300,72,29,20,2.9,0,31,,
#N/A,8245,Uttar Pradesh,Gorakhpur,Barahalganj,Block Office,26.2836,83.5023,2021,8.37,520,24,244,14,18,20,0,250,36,39,20,3.6,0,28,,
#N/A,8246,Uttar Pradesh,Gorakhpur,Belghat,Block Office,26.4331,83.1645,2021,7.99,480,0,220,36,15,26,0,250,48,32,6,7.4,0,33,,
#N/A,8247,Uttar Pradesh,Gorakhpur,Bhatahat,Block Office,26.8989,83.4924,2021,8.18,360,0,207,21,5,0,0,190,36,24,7.2,2.8,0,32,,
#N/A,8248,Uttar Pradesh,Gorakhpur,Brahmpur,Block Office,26.5844,83.562,2021,8.26,365,0,207,21,0,0,0,195,52,16,7.6,2.3,0,36,,
#N/A,8249,Uttar Pradesh,Gorakhpur,Campierganj,Block Office,26.8021,83.3945,2021,7.76,665,0,366,36,26,0,0,340,56,49,20,3.7,0.16,35,,
#N/A,8250,Uttar Pradesh,Gorakhpur,Chargawan,Block Office,27.2015,83.2678,2021,8.13,492,0,232,43,28,0,0,240,36,36,20,3.4,0.13,33,,
#N/A,8251,Uttar Pradesh,Gorakhpur,Gagaha,Block Office,26.4493,83.4376,2021,8.11,510,0,317,14,12,0,0,270,48,36,12,2.8,0.19,31,,
#N/A,8252,Uttar Pradesh,Gorakhpur,Gola,Block Office,26.3558,83.353,2021,8.05,555,0,317,14,26,5.2,0,300,56,39,9,1.4,0.23,28,,
#N/A,8253,Uttar Pradesh,Gorakhpur,Jangal Kuriya,Block Office,26.867,83.3106,2021,7.76,295,0,146,7.1,2.1,0.19,0,120,20,17,15,2.5,0.22,35,,
#N/A,8254,Uttar Pradesh,Gorakhpur,Kauriram,Block Office,26.5161,83.4152,2021,8.06,294,0,171,7.1,5.2,0.19,0,150,20,24,10,3.8,0.4,24,,
#N/A,8255,Uttar Pradesh,Gorakhpur,Khajani,Block Office,26.6646,83.249,2021,7.77,497,0,305,14,2.2,0.52,0,190,20,34,48,3.5,0.22,31,,
#N/A,8256,Uttar Pradesh,Gorakhpur,Khorabar,Block Office,26.717,83.4406,2021,7.59,447,0,207,28,25,0.28,0,200,48,19,16,3.1,0.07,37,,
#N/A,8257,Uttar Pradesh,Gorakhpur,Pali,Block Office,26.8206,83.2039,2021,7.99,328,0,207,14,2.5,0.22,0,140,12,26,22,2.5,0.32,28,,
#N/A,8258,Uttar Pradesh,Gorakhpur,Pipraich,Block Office,26.8203,83.5207,2021,8.04,257,0,159,7.1,1.1,0.23,0,120,16,19,19,3.4,0.3,30,,
#N/A,8259,Uttar Pradesh,Gorakhpur,Piprauli,Block Office,26.717,83.4406,2021,8.12,573,0,342,21,6.5,0.29,0,280,48,38,22,2.1,0.6,31,,
#N/A,8260,Uttar Pradesh,Gorakhpur,Sahjanwa,Block Office,26.7513,83.1856,2021,7.71,372,0,232,14,2.3,0.35,0,170,36,19,10,1.9,0.11,27,,
#N/A,8261,Uttar Pradesh,Gorakhpur,Sardar Nagar,Block Office,26.6871,83.547,2021,8.06,302,0,146,14,21,0.29,0,200,36,26,7.7,2.5,0.46,28,,
#N/A,8262,Uttar Pradesh,Gorakhpur,Uruwa,Block Office,26.4648,83.2565,2021,7.67,484,0,293,14,1.2,0.28,0,160,20,26,31,3.5,0.24,30,,
#N/A,8263,Uttar Pradesh,Hamirpur,Gohand,Block office,25.6911,79.5441,2021,7.94,540,0,305,21,15,6.4,0,180,24,29,60,1.4,1.6,42,,
#N/A,8264,Uttar Pradesh,Hamirpur,Kurara,Block office,25.9788,79.9845,2021,7.84,654,0,354,21,13,6,0,160,28,22,86,1.5,1.6,28,,
#N/A,8265,Uttar Pradesh,Hamirpur,Maudaha,Block office,25.9788,79.9845,2021,7.94,1447,0,622,106,72,17,0,220,16,43,250,1.9,1.6,28,,
#N/A,8266,Uttar Pradesh,Hamirpur,Muskara,Block office,25.6604,79.7946,2021,7.72,1267,0,512,113,23,44,0,430,28,86,100,3.1,1.6,30,,
#N/A,8267,Uttar Pradesh,Hamirpur,Rath,Block office,25.5989,79.5761,2021,7.57,2735,0,329,298,340,410,0,430,64,65,450,1.5,1.5,36,,
#N/A,8268,Uttar Pradesh,Hamirpur,Sareela,Block office,25.7729,79.6824,2021,8.07,2330,0,683,199,262,0,0,200,12,41,430,1.8,2.4,22,,
#N/A,8269,Uttar Pradesh,Hamirpur,Sumerpur,Block office,25.8173,80.1518,2021,7.99,734,0,415,28,6,9,0,200,28,31,93,1.3,1.1,34,,
#N/A,8270,Uttar Pradesh,Hardoi,Ahirori,Block Office (BDO),27.3446,80.2824,2021,7.75,393,0,195,14,15,0,0,150,28,19,18,6.4,0.44,32,,
#N/A,8271,Uttar Pradesh,Hardoi,Bilgram,Block Office (BDO),27.1819,80.0398,2021,7.78,443,0,244,14,8.3,0,0,160,32,19,29,6.7,0.91,29,,
#N/A,8272,Uttar Pradesh,Hardoi,Bavan,Block Office (BDO),27.3894,80.0167,2021,7.89,466,0,226,21,21,1.5,0,195,48,18,18,5.5,0.36,20,,
#N/A,8273,Uttar Pradesh,Hardoi,Bahendra Khurd,Block Office (BDO),27.0187,80.4075,2021,8.23,633,0,293,28,50,0.79,0,170,8,36,72,4.4,0.39,28,,
#N/A,8274,Uttar Pradesh,Hardoi,Bharawan,Block Office (BDO),27.1713,80.6754,2021,8.18,362,0,195,14,11,4.9,0,140,16,24,21,5,0.66,30,,
#N/A,8275,Uttar Pradesh,Hardoi,Bharkhani,Block Office (BDO),27.5861,79.7924,2021,7.7,488,0,268,14,30,0,0,190,52,14,34,5,0.3,31,,
#N/A,8276,Uttar Pradesh,Hardoi,Harpalpur,Block Office (BDO),27.3227,79.8358,2021,7.85,1167,0,512,50,66,0,0,260,36,41,136,4.1,0.43,26,,
#N/A,8277,Uttar Pradesh,Hardoi,Hariyawan,Block Office (BDO),27.8036,79.7894,2021,7.7,650,0,226,113,13,14,0,305,36,52,23,4.4,0.62,30,,
#N/A,8278,Uttar Pradesh,Hardoi,Kachhauna,Block Office (BDO),27.1633,80.3355,2021,8.17,390,0,232,14,1.7,3,0,150,24,22,27,4.6,0.9,22,,
#N/A,8279,Uttar Pradesh,Hardoi,Kothawan,Block Office (BDO),27.2336,80.473,2021,8.3,635,0,250,64,29,6.3,0,205,24,35,52,5.8,0.93,23,,
#N/A,8280,Uttar Pradesh,Hardoi,Madhavganj,Block Office (BDO),27.1174,80.1257,2021,7.98,425,0,232,14,11,1.6,0,180,36,22,21,6,0.2,31,,
#N/A,8281,Uttar Pradesh,Hardoi,Mallawan,Block Office (BDO),27.0258,80.1547,2021,8.2,377,0,146,21,27,0,0,160,28,22,8,5,1.1,22,,
#N/A,8282,Uttar Pradesh,Hardoi,Pihani,Block Office (BDO),27.6219,80.2058,2021,7.8,1198,0,415,142,48,44,0,430,52,72,70,8,0.42,27,,
#N/A,8283,Uttar Pradesh,Hardoi,Shahabad,Block Office (BDO),27.6486,79.9433,2021,8.2,336,0,159,14,12,0,0,110,28,10,23,3.7,0.2,22,,
#N/A,8284,Uttar Pradesh,Hardoi,Sursa,Block Office (BDO),27.287,80.1291,2021,8,428,0,268,7.1,0.9,0.67,0,165,28,23,25,9.8,0.45,28,,
#N/A,8285,Uttar Pradesh,Hardoi,Sandi,Block Office (BDO),27.2925,79.964,2021,8.2,511,0,195,28,38,22,0,160,24,24,47,9.8,0.25,16,,
#N/A,8286,Uttar Pradesh,Hardoi,Sandila,Block Office (BDO),27.0566,80.5174,2021,7.8,668,0,305,28,21,66,0,230,44,29,37,4.6,0.41,25,,
#N/A,8287,Uttar Pradesh,Hardoi,Tadiyawan,Block Office (BDO),27.4379,80.2406,2021,7.9,560,0,281,21,26,0,0,220,52,22,30,4.4,0.56,24,,
#N/A,8288,Uttar Pradesh,Hardoi,Todarpur,Block Office (BDO),27.5521,80.0162,2021,7.84,457,0,256,7.1,10,0,0,210,48,22,13,5.6,0.51,29,,
#N/A,8289,Uttar Pradesh,J.P. Nagar,Dhanaura,HP of Block office.,28.9511,78.2574,2021,7.92,348,0,110,43,12,0,0,140,40,10,15,4,0.81,20,,
#N/A,8290,Uttar Pradesh,J.P. Nagar,Amroha,HP of Block office.,28.9042,78.4859,2021,7.68,659,0,244,50,29,17,0,240,60,22,45,5.6,0.85,28,,
#N/A,8291,Uttar Pradesh,J.P. Nagar,Joya,HP of Block office.,28.8356,78.4732,2021,8.14,603,0,159,78,41,0,0,180,32,24,55,7.2,0.85,29,,
#N/A,8292,Uttar Pradesh,J.P. Nagar,Gajraula,HP of Block office.,28.8379,78.2435,2021,7.92,855,0,134,128,107,86,0,260,40,38,90,6.3,0.73,36,,
#N/A,8293,Uttar Pradesh,J.P. Nagar,Hasanpur,HP of Block office.,28.7318,78.2819,2021,7.93,603,0,146,50,35,77,0,200,48,19,47,4.6,0.79,36,,
#N/A,8294,Uttar Pradesh,J.P. Nagar,Gangeshwari,HP of Block office.,28.5314,78.3126,2021,8.12,389,0,207,14,5.3,0,0,100,16,14,49,3.4,0.92,27,,
#N/A,8295,Uttar Pradesh,Jalaun,Kadaura,HP of Block office.,25.9869,79.8338,2021,7.89,930,0,524,35,1.8,5.6,0,290,48,41,91,8.6,1.5,17,,
#N/A,8296,Uttar Pradesh,Jalaun,Mahewa,HP of Block office.,26.1542,79.634,2021,7.71,1090,0,586,28,13,10,0,170,52,10,177,8.5,0.42,32,,
#N/A,8297,Uttar Pradesh,Jalaun,Kuthond,HP of Block office.,26.3614,79.4176,2021,7.82,1035,0,512,42,15,36,0,410,64,60,56,7.6,0.54,28,,
#N/A,8298,Uttar Pradesh,Jalaun,Jalaun,HP of Block office.,26.1353,79.3369,2021,7.9,990,0,549,28,11,3.5,0,180,24,29,146,8.6,0.84,14,,
#N/A,8299,Uttar Pradesh,Jalaun,Konch,HP of Block office.,26.0017,79.1618,2021,7.85,1030,0,403,64,38,63,0,350,72,41,75,8.4,0.56,29,,
#N/A,8300,Uttar Pradesh,Jalaun,Nadigaon,HP of Block office.,26.1026,79.0305,2021,7.86,970,0,427,28,29,8.9,0,230,40,31,97,8.7,1.2,26,,
#N/A,8301,Uttar Pradesh,Jalaun,Madhogarh,HP of Block office.,26.2707,79.1872,2021,7.9,810,0,403,28,17,4.4,0,250,44,34,61,9.1,0.87,30,,
#N/A,8302,Uttar Pradesh,Jalaun,Rampura,HP of Block office.,26.3481,79.1839,2021,7.6,1007,0,451,43,14,1.3,0,360,60,50,46,8.6,0.32,31,,
#N/A,8303,Uttar Pradesh,Jalaun,Orai (HQ),HP of Block office.,25.9958,79.4588,2021,7.84,1220,0,549,28,59,1,0,230,40,31,154,8.2,0.37,14,,
#N/A,8304,Uttar Pradesh,Jalaun,Dakore,HP of Block office.,25.875,79.4248,2021,7.99,1770,0,561,227,60,70,0,630,60,101,120,9.3,1.3,26,,
#N/A,8305,Uttar Pradesh,Jaunpur,M Badshahpur,Block office,25.6461,82.2063,2021,8.24,665,0,409,14,2.4,0.7,0,200,8,43,72,3.3,0.8,23,,
#N/A,8306,Uttar Pradesh,Jaunpur,Machhali Shahar,Block office,25.6682,82.3992,2021,8.35,368,12,85,64,16,2.3,0,100,20,12,46,2,2.1,16,,
#N/A,8307,Uttar Pradesh,Jaunpur,Sikrara,Block office,25.7409,82.6261,2021,8.4,718,36,317,21,9.1,0.8,0,170,16,31,103,1.9,0.32,27,,
#N/A,8308,Uttar Pradesh,Jaunpur,Buxa,Block office,25.7911,82.562,2021,8.21,574,0,323,21,8.4,6.8,0,210,24,36,43,2.6,0.32,29,,
#N/A,8309,Uttar Pradesh,Jaunpur,Badlapur,Block office,25.8775,82.4763,2021,8.64,716,12,256,7.1,38,0.7,0,155,20,25,46,4.6,0.38,22,,
#N/A,8310,Uttar Pradesh,Jaunpur,Maharajganj,Block office,25.8487,82.3899,2021,7.99,483,0,305,7.1,2.2,2.9,0,180,20,31,37,2.1,0.6,28,,
#N/A,8311,Uttar Pradesh,Jaunpur,Sujanganj,Block office,25.7491,82.2836,2021,8.58,586,18,299,14,1.1,0.64,0,190,12,38,47,4.3,0.4,23,,
#N/A,8312,Uttar Pradesh,Jaunpur,Jaunpur H.Q.,In Jaunpur City,25.7447,82.6844,2021,7.63,1754,0,342,241,159,59,0,550,32,113,117,3.9,0.15,28,,
#N/A,8313,Uttar Pradesh,Jaunpur,Barsathi,In primise of block office,25.5617,82.4714,2021,8.24,525,0,268,14,1.9,0.5,0,180,16,34,50,3.5,0.23,25,,
#N/A,8314,Uttar Pradesh,Jaunpur,Dharampur,In primise of block office,25.7525,82.7475,2021,8.08,522,0,317,14,8.1,5,0,230,12,48,39,4.8,0.6,28,,
#N/A,8315,Uttar Pradesh,Jaunpur,Dobhi,In primise of block office,25.5939,82.9978,2021,7.98,476,0,293,21,1.5,0.26,0,170,8,36,50,2.8,0.13,32,,
#N/A,8316,Uttar Pradesh,Jaunpur,Jalalpur,From outside of northern boun,25.6081,82.7586,2021,7.93,446,0,128,7.1,4.6,14,0,210,16,41,25,2.9,0.15,30,,
#N/A,8317,Uttar Pradesh,Jaunpur,Karanja Kalan,In primise of block office,25.8044,82.6886,2021,8.52,833,6,329,64,30,0.56,0,200,4,46,151,2.6,1.4,23,,
#N/A,8318,Uttar Pradesh,Jaunpur,Kerakat,In primise of block office,25.6456,82.9197,2021,8.19,441,0,268,7.1,2.2,7.6,0,170,8,36,38,2.4,0.62,32,,
#N/A,8319,Uttar Pradesh,Jaunpur,Khutahan,In primise of block office,25.98,82.5783,2021,7.99,527,0,317,21,6,12,0,230,24,41,49,4.6,0.53,30,,
#N/A,8320,Uttar Pradesh,Jaunpur,Madiyahun,In primise of block office,25.64,82.6142,2021,8.35,717,18,293,57,29,7.3,0,230,4,53,86,3.7,0.79,24,,
#N/A,8321,Uttar Pradesh,Jaunpur,Muftiganj,In primise of block office,25.6975,82.8286,2021,8.15,523,0,342,7.1,2.8,0.32,0,190,8,41,58,3.2,0.47,24,,
#N/A,8322,Uttar Pradesh,Jaunpur,RamNagar,In primise of block office,25.5553,82.62,2021,8.46,865,36,488,14,2.7,0.73,0,70,12,10,230,1.8,1.8,23,,
#N/A,8323,Uttar Pradesh,Jaunpur,Rampur,In primise of block office,25.4903,82.5708,2021,8.53,1032,42,537,14,15,0.82,0,100,4,22,301,2.4,1.8,21,,
#N/A,8324,Uttar Pradesh,Jaunpur,Shahganj,In primise of block office,25.9661,82.675,2021,8.08,469,0,256,28,12,4.9,0,130,12,24,73,4.8,0.42,27,,
#N/A,8325,Uttar Pradesh,Jaunpur,Sirkoni,In primise of block office,25.6717,82.7278,2021,8.54,1590,54,451,128,193,0.78,0,390,16,84,276,1.5,1.2,24,,
#N/A,8326,Uttar Pradesh,Jaunpur,Suitha Kalan,In primise of block office,26.1003,82.5008,2021,8.26,436,0,281,7.1,8.6,0.36,0,170,8,36,40,4.5,0.41,27,,
#N/A,8327,Uttar Pradesh,Jhansi,Bamaur,Handpump of block office,25.6131,79.1857,2021,8,1529,0,622,85,170,10,0,440,80,58,182,8.4,0.95,32,,
#N/A,8328,Uttar Pradesh,Jhansi,Gursarai,Handpump of block office,25.6131,79.1857,2021,7.9,2300,0,647,411,17,32,0,700,124,94,215,4.1,0.77,30,,
#N/A,8329,Uttar Pradesh,Jhansi,Mauranipur,Handpump of Tehsil office,25.2554,79.1437,2021,7.5,810,0,403,50,12,0,0,280,52,36,57,12,0.42,34,,
#N/A,8330,Uttar Pradesh,Jhansi,Bangra,Handpump of block office,25.3116,79.0038,2021,7.14,890,0,268,482,19,29,0,790,244,43,72,7.2,0.22,38,,
#N/A,8331,Uttar Pradesh,Jhansi,Jhansi (HQ),Handpump of Collector Office,25.4436,78.5775,2021,7.75,431,0,183,50,5,0,0,120,28,12,47,5.4,0.65,31,,
#N/A,8332,Uttar Pradesh,Jhansi,Babina,Handpump of block office,25.2339,78.4697,2021,7.93,800,0,317,50,11,21,0,250,80,12,51,4.7,0.54,42,,
#N/A,8333,Uttar Pradesh,Jhansi,Badagaon,Handpump of block office,25.4738,78.7001,2021,7.69,1297,0,354,78,21,3.3,0,350,104,22,35,7.6,0.6,52,,
#N/A,8334,Uttar Pradesh,Jhansi,Chirgaon,Handpump of block office,25.5711,78.8058,2021,7.86,842,0,317,35,58,2,0,260,32,43,55,7.2,0.44,21,,
#N/A,8335,Uttar Pradesh,Jhansi,Moth,Handpump of block office,25.7299,78.9523,2021,7.64,1230,0,549,92,9,3.1,0,320,32,58,129,2.3,0.22,27,,
#N/A,8336,Uttar Pradesh,Kannauj,Chhibramau,Block office,27.1443,79.5121,2021,8.03,790,0,415,35,1,13,0,210,44,24,82,3.5,0.7,33,,
#N/A,8337,Uttar Pradesh,Kannauj,Gugrapur,Block office,27.1255,79.8654,2021,8.09,607,0,293,35,21,0,0,200,60,12,49,2.8,0.24,31,,
#N/A,8338,Uttar Pradesh,Kannauj,Haseran,Block office,26.9177,79.358,2021,8.12,358,0,183,14,17,0,0,160,36,17,15,2.4,1.4,28,,
#N/A,8339,Uttar Pradesh,Kannauj,Jalalabad,Block office,27.1002,79.7775,2021,7.89,788,0,354,85,12,0,0,240,48,29,85,4.4,0.22,21,,
#N/A,8340,Uttar Pradesh,Kannauj,Kannauj,Block office,27.0338,79.9215,2021,7.86,762,0,329,78,5,0,0,250,64,22,58,4,0,32,,
#N/A,8341,Uttar Pradesh,Kannauj,Saurikh,Block office,26.9485,79.4949,2021,8.11,481,0,232,14,29,0,0,150,20,24,38,11,0.3,30,,
#N/A,8342,Uttar Pradesh,Kannauj,Talgram,Near Terajpur,27.1233,79.678,2021,8.35,690,24,342,7.1,20,11,0,240,16,48,56,5.5,0.7,32,,
#N/A,8343,Uttar Pradesh,Kannauj,Umarda,Block office at Tirwaganj,26.9998,79.7891,2021,7.59,1350,0,305,255,5,0,0,370,128,12,117,6.3,0,32,,
#N/A,8344,Uttar Pradesh,Kanpur Dehat,Akbarpur,Block office,26.382,79.9563,2021,8.81,1260,84,390,71,51,19,0,270,20,53,156,1.7,1.4,25,,
#N/A,8345,Uttar Pradesh,Kanpur Dehat,Amraudha,Outside the block,26.1938,79.783,2021,8.14,619,0,268,21,10,61,0,250,32,41,21,4.7,0,38,,
#N/A,8346,Uttar Pradesh,Kanpur Dehat,Derapur,Outside the block,26.4175,79.7932,2021,8.11,1430,0,281,213,117,65,0,510,48,94,90,4.5,0,36,,
#N/A,8347,Uttar Pradesh,Kanpur Dehat,Jhinjhak,Block office,26.554,79.7258,2021,8.35,566,36,134,14,15,11,0,110,20,14,49,3.3,0.27,33,,
#N/A,8348,Uttar Pradesh,Kanpur Dehat,Maitha,Block office,26.5302,80.0557,2021,8.32,975,30,171,184,32,9.3,0,180,16,34,135,4.3,0.54,32,,
#N/A,8349,Uttar Pradesh,Kanpur Dehat,Malasa,Block office,26.2705,79.9385,2021,8.45,760,36,305,28,27,5,0,200,4,46,83,2.8,0.22,35,,
#N/A,8350,Uttar Pradesh,Kanpur Dehat,Rajpur,Block office,26.3035,79.6877,2021,7.95,749,0,390,28,13,16,0,300,48,43,39,4.8,0.2,37,,
#N/A,8351,Uttar Pradesh,Kanpur Dehat,Rasoolabad,Block office,26.668,79.7839,2021,8.37,725,48,293,28,22,15,0,280,12,60,51,6.7,1.5,34,,
#N/A,8352,Uttar Pradesh,Kanpur Dehat,Sandalpur,Outside the block,26.4263,79.6754,2021,8.45,798,48,244,71,18,48,0,360,16,77,34,1.6,0.54,38,,
#N/A,8353,Uttar Pradesh,Kanpur Dehat,Sarvan Khera,Block office,26.3593,80.0912,2021,8.42,511,42,122,71,5.9,0,0,230,20,43,21,1.7,0.3,34,,
